P_trans,C_Case01,e_conf,case_01_contact_mode,population_contact_mode,model_variant,likelihood_exact,likelihood_minimum,acceptance_rate_exact,mean_onward_infections,source_dir,source_file
0.0035958033721377,32.3060998532911,0.941005673885318,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,1.2255831419755192e-22,1.2255831419755192e-22,4e-05,1.54268,calibration_daily,00048_MV_daily_contacts_parameter_results.csv
0.0193281252199515,91.5236604844393,0.2661578700071407,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,2.632591520886545e-22,4.600240363298789e-22,0.00028,41.10052,calibration_daily,00049_MV_daily_contacts_parameter_results.csv
0.0265283326602048,42.07413012983146,0.0983384579858916,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,2.3126806932998103e-21,2.686216996047684e-21,0.00404,37.05576,calibration_daily,00049_MV_daily_contacts_parameter_results.csv
0.0044556966392089,2.4256670765734123,0.233771247278019,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,0.0,0.0,0.0,0.52508,calibration_daily,00050_MV_daily_contacts_parameter_results.csv
0.0139667633037631,111.23368521396716,0.3116680064951251,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,1.0904027847383205e-20,1.2023073365333231e-20,0.00464,29.1556,calibration_daily,00050_MV_daily_contacts_parameter_results.csv
0.0014157763528221,39.259192160438815,0.5891518500897557,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,0.0,0.0,0.0,0.62904,calibration_daily,00051_MV_daily_contacts_parameter_results.csv
0.0077786864712324,104.57213552049797,0.0347102949191038,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,1.7672014052704434e-19,1.8960197008466768e-19,0.07696,12.65532,calibration_daily,00051_MV_daily_contacts_parameter_results.csv
0.0396103687362058,37.66650621702627,0.1667673388820732,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,8.652108175373374e-26,4.1341615929989826e-24,8e-05,61.89068,calibration_daily,00052_MV_daily_contacts_parameter_results.csv
0.0223392176214992,84.80163182414816,0.4187972879675178,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,4.585341628215514e-22,5.376337216264948e-22,0.00016,45.51588,calibration_daily,00052_MV_daily_contacts_parameter_results.csv
0.0229127513977334,115.39709317768305,0.9885863822043282,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,0.0,9.348854617472035e-25,0.0,52.112,calibration_daily,00053_MV_daily_contacts_parameter_results.csv
